Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
Southwest Genetics LLC,Southwest Genetics LLC,Processor,PAAA-4KMN-GHDM,2023-05-16,Oklahoma,OKLAHOMA CITY,,73129-6429,4052658813,swgenetix@gmail.com,TBD
Arbuckle Xtreme Labs LLC,Arbuckle Xtreme Labs LLC,Processor,PAAA-VKKO-0OMH,2023-07-21,Murray,DAVIS,,73030-5563,(405) 623-9749,michaelriley71@yahoo.com,9AM- 5PM
"Arbuckle Farms, LLC",Arbuckle Farms,Processor,PAAA-419F-DEG4,2022-11-06,Oklahoma,OKLAHOMA CITY,,73114-2114,4056174778,arbucklefarms788@gmail.com,9am-5pm
Kanati Concepts LLC,Kanati Concepts LLC,Processor,PAAA-VJKA-JXSE,2022-11-15,Tulsa,BIXBY,,74008,9189988119,jisaachudelson@gmail.com,9:00AM-5:00PM
Nategu Green LLC,Nategu Green LLC,Processor,PAAA-BXMW-GDMM,2023-06-13,Logan,Guthrie,,73044,(405) 640-2296,ggtpenterprises@gmail.com,24
Zhu Green LLC,Zhu Green LLC,Processor,PAAA-IIIV-SLLR,2023-02-06,Pawnee,Cleveland,,74020,4058167228,jessica@stacylegalgroup.com,24 hours
Guo Green LLC,Guo Green LLC,Processor,PAAA-GZKC-YMRN,2022-10-30,Stephens,Comanche,,73529,4057353800,siyan@stacylegalgroup.com,24
Distinguished Farmasuiticals LLC,Distinguished Farmasuiticals LLC,Processor,PAAA-E1KH-O5ZV,2022-11-14,Cleveland,MOORE,,73160-5977,4055709822,diane@liftedlogix.com,9am -6pm
#788 Collection LLC,#788 Collection LLC,Processor,PAAA-VYNC-RIIR,2023-09-22,Oklahoma,OKC,,73142-1217,4053145119,gwen.brackett@gmail.com,As Needed
CHECKMATE WGN LLC,CHECKMATE,Processor,PAAA-ODNU-A1A5,2022-12-20,Oklahoma,OKLAHOMA CITY,,73127-1609,4055006090,spaceagegreenary@gmail.com,9:00am-10:00pm
Alice Farms LLC,Alice Farms,Processor,PAAA-MZFA-59K6,2022-11-14,Love,Overbrook,,73453,2147964941,sreeves@alicefarms.com,8-4
"MedFarm Organics, LLC",MedFarm Organics,Processor,PAAA-EJWY-WXFD,2023-01-10,Payne,Perkins,,74059,4052691035,medfarmorganics@gmail.com,10:00am - 4:00pm
"Premier Medical Rx, LLC",Premier Medical Rx,Processor,PAAA-EKJS-52CM,2022-11-01,Le Flore,POTEAU,34676 COOPER RD,74953-9001,(918) 938-9666,tonycheng6688@gmail.com,8am-8pm
OK Cannabev Co. LLC,OK Cannabev Co. LLC,Processor,PAAA-EZG0-PEPC,2023-03-15,Oklahoma,OKLAHOMA CITY,,73118-7462,4053185415,wholloway@okcannabisdirect.com,8:00 AM- 5:00 PM
"LMandA Processing, LLC","LMandA Processing, LLC",Processor,PAAA-VJWK-0AUH,2023-04-19,Nowata,NOWATA,,74048-2717,4053014395,ketterlings@me.com,8am-5pm
Levitate Industries LLC,Levitate Industries LLC,Processor,PAAA-NJBO-OJZB,2022-10-10,Bryan,DURANT,,74701-3914,5809208628,dparker89@me.com,10:00-5:00
Quang Tri Green LLC,Quang Tri Green LLC,Processor,PAAA-ODEG-W9O4,2023-07-24,Logan,CRESCENT,2751 N MERIDIAN AVE,73028-3012,8325998719,healthag888@gmail.com,MON -FRI 9AM - 5PM
WHITE LABEL PROCESSING INC.,WHITE LABEL PROCESSING,Processor,PAAA-KQMU-RMCT,2022-04-26,Oklahoma,OKLAHOMA CITY,,73119-3352,4058378873,holzbaugh@yahoo.com,10-3
Hangin Grow LLC,Hangin Grow LLC,Processor,PAAA-RHRF-2NGA,2023-01-03,Cleveland,NORMAN,,73069-8224,4057353800,joshua@stacylegalgroup.com,24
OCC AG LLC,OCC AG LLC,Processor,PAAA-YKCG-NSGM,2022-10-10,Mayes,CHELSEA,,74016-5113,9183408279,adamfiveash@ymail.com,9:00am - 5:00pm M-F
"Buffalo Brothers Brands, LLC",Stargazer Edibles,Processor,PAAA-VKJA-GEIZ,2023-05-17,Payne,STILLWATER,,74075,4059370110,rashaun@stargazer.life,9am-4pm
Sat Cultivation LLC,Sat Cultivation LLC,Processor,PAAA-IGEB-JAL8,2022-12-06,Atoka,Lane,,74555-3022,4057353800,jessica@stacylegalgroup.com,24
Oklahoma Producers LLC,Oklahoma Producers LLC,Processor,PAAA-VKSG-TYCC,2023-02-01,Pottawatomie,SHAWNEE,,74804-9522,4053802480,mikeervin@sbcglobal.net,9:00 - 4:30
Mother's Resurrected Processing LLC,Mother's Resurrected Processing LLC,Processor,PAAA-4PMK-RERB,2023-06-20,McClain,BYARS,,74831-7929,2108964553,fathers.resurrected.farm@gmail.com,8-5pm
Exotic City LLC,Exotic City Processing,Processor,PAAA-DOWK-YAWX,2022-11-22,Muskogee,MUSKOGEE,,74401-4445,9185008310,leaveittobeavers1990@gmail.com,9-5
DELTA918 LABS LLC,DELTA918 LABS,Processor,PAAA-41UW-SFTE,2023-05-19,Creek,BRISTOW,,74010-2239,9188072745,delta918labs@gmail.com,9:00-5:00
Argent Ventures Inc.,Argent Ventures Inc.,Processor,PAAA-7DRJ-C5ZV,2022-12-20,Tulsa,OKLAHOMA CITY,,73114-2146,2813098908,lasiarshad@gmail.com,9-6
Bird Dog Holdings LLC,Bird Dog Holdings LLC,Processor,PAAA-PBTY-OZQI,2023-03-01,Choctaw,Hugo,,74743,4057353800,jessica@stacylegalgroup.com,24
Canadian Bluffs LLC,Canadian Bluffs LLC,Processor,PAAA-UEBA-YCRD,2022-12-04,McIntosh,Hanna,,74845,4058167228,siyan@stacylegalgroup.com,24
Craft Buds Processing LLC,Craft Buds Processing LLC,Processor,PAAA-4J0Y-D6HJ,2022-10-17,Creek,SAPULPA,,74066,9186339931,kathy@craftbuds.net,10:00am - 4:00pm
SMPLY FARM LLC,SMPLY FARM LLC,Processor,PAAA-N1KJ-W8IW,2023-03-29,Okmulgee,Okmulgee,9064 Honey Creek Road,74447,(918) 814-7141,hello@lemoncannabis.com,M-F 9-5 or as needed for company operations
Action's Extractions LLC,Hash in the Hills,Processor,PAAA-IGRU-YAWA,2022-09-27,Cleveland,NORMAN,,73069,4053086687,actionsextractions@gmail.com,9am - 6pm
"ELM CREEK FARM, LLC","ELM CREEK FARM, LLC",Processor,PAAA-RMBB-ENHA,2023-09-15,Ottawa,MIAMI,,74354-4592,4174839931,p.d.patterson@elmcreekfarm.com,M-F 9-5 or as needed for company operations
"Green Bee Meds, LLC",Green Bee Meds,Processor,PAAA-EY5P-EUPN,2022-03-23,Payne,PERKINS,,74059-3860,6263751440,kevinbd@gmail.com,0800-1700
Simplicity Processing LLC,Simplicity Processing LLC,Processor,PAAA-RFMD-0KTF,2023-05-31,McClain,WASHINGTON,,73093-4618,4055507401,brochoss@me.com,10-5
"Native Therapeutics Ltd., Co.",Empire Extracts,Processor,PAAA-4KVA-GTVB,2023-02-01,Stephens,DUNCAN,,73533,(580) 560-9293,empirextracts710@gmail.com,varies
Stone Edibles LLC,Stone Edibles LLC405823,Processor,PAAA-9R7C-YSAC,2022-09-18,Oklahoma,OKLAHOMA CITY,,73103-4310,4058231029,traci@stonesisterspizza.com,9:00 am to 6:00 pm
"Life Source, LLC","Life Source, LLC",Processor,PAAA-VJH5-CLSP,2022-11-27,Kiowa,HOBART,801 W 9TH ST,73651-5637,7207377047,lifesource.ok@gmail.com,
"High Rise Extracts, LLC","High Rise Extracts, LLC",Processor,PAAA-NKKX-CP2J,2023-05-10,Oklahoma,OKLAHOMA CITY,,73127,(405) 738-2831,highrisecannabisok@gmail.com,9:00 am -4:00 pm
BRITON GREEN RESOURCES LLC,Briton Green Resources,Processor,PAAA-AS0M-ATQ2,2023-08-16,Cherokee,HULBERT,,74441-5428,9182609661,david@britongr.com,8AM-4PM
"Blockhead Oklahoma Extraction, LLC","Blockhead Oklahoma Extraction, LLC",Processor,PAAA-TK7M-I9NP,2023-02-28,Okmulgee,OKMULGEE,13243 CELIA BERRYHILL RD,74447,7145018374,jim@blockheadbrands.com,8:00 am to 5:00 pm
Red Bud Elixirs LLC,Red Bud Elixirs,Processor,PAAA-4JOF-T1DR,2023-02-01,Tulsa,TULSA,,74146-6741,9183460788,vrichmond@redbudelixirs.com,9:00 am to 5:00 pm
"THE GREEN MACHINE PROCESSING COMPANY, LLC","THE GREEN MACHINE PROCESSING COMPANY, LLC",Processor,PAAA-6ATM-ZUVA,2023-09-13,Grady,CHICKASHA,,73018-2427,(713) 906-6930,royvarajr@gmail.com,M-F 9-5 or as needed for compan operations
420 Extract LLC,420 Extract LLC,Processor,PAAA-NKWG-YHMU,2022-09-27,Pittsburg,Krebs,,74554,9184245249,chelsiek_1985@yahoo.com,10-7
"Altrua Extracts, LLC","Altrua Extracts, LLC",Processor,PAAA-BBSY-0V9M,2022-12-04,Tulsa,BIXBY,,74008-4830,9185285278,ryanb@gcimgmt.com,7am - 10pm
"CLOUD 13, LLC","CLOUD 13, LLC",Processor,PAAA-OLLK-GGBM,2022-12-15,Oklahoma,OKLAHOMA CITY,,73139-1703,4054389333,manager@cloud13rx.com,10am-8pm
Green Green Country Extracts LLC,Green Green Country Extracts LLC,Processor,PAAA-EJSW-ROCE,2022-12-04,Cherokee,LOCUST GROVE,,74352-6014,9187240678,greencountryextracts@gmail.com,10 a.m. to 5 p.m. Mon.-Fri.
Native Extractions LLC,Native Extractions LLC,Processor,PAAA-9WB6-5SON,2023-05-17,Le Flore,Pocola,,74932,4799819433,nativeextractionsllc@gmail.com,9-9
"Texoma Labs, Inc.",Texoma Labs,Processor,PAAA-EYQM-MUMT,2023-06-20,Love,MARIETTA,,73448-2846,5802767360,ernie@texomalabs.com,9-5
Reliable Processors LLC,Reliable Processors,Processor,PAAA-NJTN-QPPI,2023-05-19,Logan,Guthrie,,73044,4054300162,quadrant3@yahoo.com,9-5
"Blue Bodark, LLC",Falcanna,Processor,PAAA-YQZT-DILS,2022-11-17,Logan,GUTHRIE,,73044-8858,4052509464,thorn@falcanna.com,9AM-5PM or as needed for processor use
Emerald Green Manufacturing and Processing LLC,Emerald Green Manufacturing and Processing LLC,Processor,PAAA-U2LR-I3GV,2023-09-15,Beckham,ERICK,17819 E 1200 RD,73645-4512,(818) 268-9123,emeraldgreenmp.ok@gmail.com,8-5pm
Heartland Farms LLC,Heartland Farms LLC,Processor,PAAA-YCNQ-0CKN,2022-12-07,Oklahoma,Oklahoma City,,73127,(918) 960-1434,info@heartlandfarmsok.com,
"Bambino Exotics, LLC",Bambino X,Processor,PAAA-H2JW-3ENV,2022-11-14,Okmulgee,HENRYETTA,,74437-7284,5303913776,nsahagian@yahoo.com,8:00 am until 12:00 am
Shake and Bake Extracts LLC,Shake And Bake Extracts,Processor,PAAA-RNHB-FXVG,2023-01-04,Logan,Edmond,,73034-0025,5613137609,lefyts.always.right@gmail.com,9-5pm
"Nature's Gold Food Products, LLC","Nature's Gold Food Products, LLC",Processor,PAAA-I6OO-AK7L,2023-03-09,Logan,COYLE,,73027-0269,4056263788,diane@liftedlogix.com,9-6
Amorphous Labs LLC,Amorphous Labs LLC,Processor,PAAA-NYKF-0TQD,2022-06-21,Payne,STILLWATER,,74074,(405) 564-2342,bonnie@doctorreleafllc.com,m-f 8-5
Fathead Pharms,Fathead Pharms,Processor,PAAA-WRCZ-JNI5,2022-09-27,Pittsburg,MCALESTER,,74501-6399,5802165871,s.talbert85@gmail.com,Sat - Sun. 12pm - 5pm. Mon 3pm - 9pm
Naturally Rooted Farms Processing LLC,Naturally Rooted Farms Processing LLC,Processor,PAAA-NYRM-QXFU,2022-11-24,McCurtain,HAWORTH,,74740-5565,9036910098,naturallyrootedtk@gmail.com,8:00 a.m. to 5:00 p.m.
Left Handed Harvesters Inc,Central Processing and Remediation,Processor,PAAA-ZAPC-9J8C,2023-02-22,Grady,CHICKASHA,,73018-7000,4059339105,vanschuyverfarms@gmail.com,9-4
Dank Devils Cannabis Processing LLC,Dank Devils Cannabis Processing LLC,Processor,PAAA-HS0J-1NCX,2022-10-25,Oklahoma,LUTHER,,73054-8151,4059214791,dankdevils@yahoo.com,None
HUYLINH LLC,huylinh llc,Processor,PAAA-Y7UF-KUJB,2022-12-07,Oklahoma,DURANT,2817 HAYNIE RD,74701,8323612294,linh.huynh2020@yahoo.com,9-5
gorilla gainz greenery inc,gorilla gainz greenery inc,Processor,PAAA-QMLR-PVSA,2022-12-05,Carter,ARDMORE,,73401,4692234207,mr.gnyes@gmail.com,9
Dose LLC,7 Point Minds,Processor,PAAA-41JG-KK8Y,2022-12-11,McClain,BLANCHARD,1899 S TYLER AVE,73010,(405) 229-9374,tina.h@oklcb.com,9:00am-5:00pm when operating
"JACK LIN, LLC","JACK LIN, LLC",Processor,PAAA-VKJE-JT1U,2023-01-08,Pawnee,MARAMEC,,74045-1111,3039996593,siyan@stacylegalgroup.com,24
"Scalable Farms, LLC","Scalable Farms, LLC",Processor,PAAA-NJKL-ZLOX,2022-11-28,Garvin,LINDSAY,,73052-4001,4054287170,zackworthey@gmail.com,8am-8pm
"OTH, Inc","OTH, Inc",Processor,PAAA-NYZ8-IMRV,2022-12-22,Tulsa,TULSA,,74127-5523,9187242028,christina@viridianlegal.com,12a
"Bangi Medicinals, LLC",Bangi Medicinals,Processor,PAAA-N13U-SWTI,2022-12-06,Oklahoma,OKLAHOMA CITY,,73114-7068,2145165627,milangosoaps@yahoo.com,9am to 5pm
"Solventless Extracts, LLC","Solventless Extracts, LLC",Processor,PAAA-QCBN-YPCQ,2023-01-09,Custer,WEATHERFORD,,73096-4665,9184242507,christopher_porter@live.com,8:00am until 9:00 pm
"NUGX, INC.","NUGX, INC.",Processor,PAAA-MBOW-XKLE,2022-10-17,Cotton,CHATTANOOGA,,73528-5100,(818) 281-5889,nugxinc@gmail.com,M-F 11-4 or as needed for business operations
Banner Processing LLC,Banner Processing LLC,Processor,PAAA-8FPY-E0HJ,2023-07-17,Canadian,EL RENO,,73036-9162,(405) 818-9158,red_neckokie1@yahoo.com,8am-5pm
ALAUNUS FARM LLC,ALAUNUS FARM LLC,Processor,PAAA-VPKZ-MXVU,2023-08-22,Le Flore,SHADY POINT,,74956-2036,(503) 954-6764,taandwendy@gmail.com,8-5
"Sloth Pharma, Inc.","Sloth Pharma, Inc.",Processor,PAAA-QKL7-V1BY,2022-10-24,Okmulgee,OKMULGEE,903 S SIOUX AVE,74447-6007,(661) 567-2721,slothpharma@gmail.com,"Monday-Friday, 8:00AM-3:00PM"
WHITE LABEL PROCESSING INC.,WHITE LABEL PROCESSING INC.,Processor,PAAA-SKHR-UXWG,2022-11-03,Logan,GUTHRIE,,73044-8748,4058378873,holzbaugh@yahoo.com,10-3
"Blue House Flowers, LLC",Blue House Flower Farm,Processor,PAAA-WA65-C7V8,2022-11-22,Pottawatomie,Wanette,,74878,7072234788,jnunnally@mac.com,12:00 a.m. to 11:59 p.m.
"OHG, LLC",OHG (Oklahoma Home Grown),Processor,PAAA-4J5P-4XTT,2022-11-13,Pawnee,Cleveland,,74020,9186295007,ohgokllc@gmail.com,8am - 8pm
Funny Farms Dispensary LLC,FUNNY FARM DISPENSARY,Processor,PAAA-V1EV-TOIP,2023-04-10,Oklahoma,Oklahoma City,,73107,7206309010,pixelperfect4seasons@gmail.com,CLOSED TO THE PUBLIC
Hammrich LLC,Truely Baked LLC,Processor,PAAA-EYP8-MIOC,2023-02-28,Garvin,ELMORE CITY,,73433,4052689882,sebamachi@gmail.com,8pm to 6am
Wanna-Dab Labs Inc.,Wanna-Dab Labs,Processor,PAAA-DADM-M8L3,2023-02-01,Tulsa,SPERRY,116 S CINCINNATI AVE,74073-4071,9187216279,wannadablabs@gmail.com,10:00-4:00
"Connect Laboratories, L.L.C.",Connect Labs,Processor,PAAA-NJLG-IUNX,2022-11-06,Creek,DRUMRIGHT,,74030,9183325512,connectlabsok@gmail.com,M-F 9-5
"Double ""D"" Dragon Enterprises, Inc","Doucle ""D"" Dragon Enterprises, Inc",Processor,PAAA-W1FQ-RRAV,2022-10-24,Oklahoma,Harrah,,73045,4055245155,andrew@andrewpmurphy.com,9:00 a.m. to 5:00 p.m.
TASTY TERPS LLC,TASTY TERPS LLC,Processor,PAAA-RVIW-LYRA,2023-05-30,Creek,SAPULPA,,74066,(918) 378-9280,strandedonearthllc@gmail.com,10 AM - 8 PM
Red River Processing,Red River Processing,Processor,PAAA-56SS-NUXK,2022-10-24,Johnston,Milburn,,73450,2148082724,g.harrell89@gmail.com,24 hours
"Big Dream Holdings, LLC","Big Dream Extracts, Big Dream Cannabis Co, NVUS, Ransom",Processor,PAAA-4JC0-Z7OQ,2022-12-06,Oklahoma,EDMOND,,73013-2512,4056336695,sherri@bigdreamcannabis.com,Monday-Friday 9am-5pm Summer Hours 7am-3pm
"NBN Ranch, LLC","NBN Ranch, LLC",Processor,PAAA-CVBQ-IEMR,2023-07-18,Dewey,Seiling,,73663,(708) 663-9319,nikonex3@yahoo.com,8-5pm
"R2C2 Processing, LLC",Dagwood Processing,Processor,PAAA-4YMA-SF6V,2023-07-11,Love,MARIETTA,,73448-7257,4054927160,lynn@dagwoodfarm.com,9 am to 4 pm
Delta 9 Agrology Ltd Co,Delta 9 Agrology Ltd Co,Processor,PAAA-BEY4-HIRF,2022-11-29,Cleveland,NORMAN,,73069-8221,4059059133,joe@d9agro.com,8 - 5
"JJA Formulating, LLC",VIVE,Processor,PAAA-ZJSW-PJ5J,2022-11-10,Oklahoma,OKLAHOMA CITY,,73105-3757,4053513374,compliance@viveoklahoma.com,8am-5pm
Xtrax Inc,Xtrax Inc,Processor,PAAA-ZKMN-2WC9,2022-11-22,Oklahoma,OKLAHOMA CITY,,73129-6451,(405) 409-5719,zaw@puffydispensary.com,10AM - 5PM
ldc enterprises llc,ldc enterprises llc,Processor,PAAA-NOQP-1PBB,2022-09-28,Oklahoma,OKLAHOMA CITY,,73116-7719,9417266881,paulfrohriep@gmail.com,9:00 am- 5:00 pm
Blazin Green Inc,Blazin Green,Processor,PAAA-VYIB-B2DO,2023-02-17,Love,MARIETTA,,73448,5804654167,blazingreen@yahoo.com,8-5
405 Green LLC,405 Green LLC,Processor,PAAA-NJLQ-UQPI,2022-08-28,Oklahoma,OKLAHOMA CITY,,73112-2903,4052459470,jromanek@cox.net,9:00-9:00
Top Terpz LLC,Top Terpz,Processor,PAAA-E81A-A7PQ,2022-11-06,Cleveland,Norman,,73069,4055006085,topterpz@gmail.com,6-6
PHARSIDE LLC,PHARSIDE LLC,Processor,PAAA-L6XU-GGQP,2022-10-23,Cleveland,LEXINGTON,,73051-6905,4055143091,pharside420@gmail.com,8-5 M-F
The Cold Trap LLC,The Cold Trap,Processor,PAAA-1QY1-0NRV,2023-03-31,Bryan,Durant,124 West Cedar Street,74701,5807401050,charles@thecoldtrap.com,Mon-Friday 7am-2pm
Kind Dabs LLC,Kind Dabs,Processor,PAAA-EYMD-ZJI7,2022-11-27,Ellis,LaVerne,,73848,(405) 777-9907,kindokiejosh@gmail.com,9am - 5pm
Dankables LLC,Dankables,Processor,PAAA-XCD2-PMXC,2023-05-16,Creek,Sapulpa,14920 W HIGHWAY 66 Ste C,74066,9183678468,mcshavus@gmail.com,8-5 M-F
Merritt and Hale Processing LLC,Merritt and Hale Processing LLC,Processor,PAAA-XJCS-LTUQ,2023-03-08,Marshall,KINGSTON,700 HIGHWAY 32,73439-8073,8324860396,jason.merritt@junction420.com,8 a.m. to 8 p.m.
Kerrie or Richard Blood,Smokin Okies Processing,Processor,PAAA-N1SK-JSF8,2022-12-11,Hughes,HOLDENVILLE,2653 N 377 ROAD,74848,4056236071,probudsokla@yahoo.com,24 hours
"Skunk, LLC",Skunk,Processor,PAAA-4JIF-5BGZ,2022-11-08,Oklahoma,OKLAHOMA CITY,,73132-4206,9703088539,kindcreation@gmail.com,4pm-2am
"BABA VERA, LLC","BABA VERA, LLC",Processor,PAAA-4RUI-EAXQ,2022-12-26,Cherokee,HULBERT,,74441-2275,5593345274,babaverallc@gmail.com,M-F 9-5 or as needed for company operations
"UTOPIC VIBES, LLC",Utopic Vibes,Processor,PAAA-HRQQ-KYVW,2022-12-11,Washington,OCHELATA,,74051-2056,(918) 213-8987,tonyacarone@yahoo.com,M-F 9-5 or as needed for company operations
Phat Frogs LLC,Phat Frogs LLC,Processor,PAAA-ZOVY-ODVK,2022-11-17,Love,Marietta,,73448,5804901774,btj@briantedjones.com,8am-5pm
"Simply Cultivation, LLC",Simply Cultivation,Processor,PAAA-RC2N-7ASR,2022-08-01,Tulsa,TULSA,,74146-5716,5166434004,parasc26@gmail.com,8:00am until 9:00 pm
"7 Leaf Solutions, LLC","7 Leaf Solutions, LLC",Processor,PAAA-EYZK-T398,2022-11-09,Pontotoc,ADA,,74820-0612,2097693036,7leafsoklahoma@gmail.com,"8-5, M-F"
CannaVibe Inc,Boys From Oklahoma Rolling Company,Processor,PAAA-NYNN-O2VD,2022-06-29,Canadian,EL RENO,,73036-9006,4053013825,mdenneymotors@yahoo.com,0000-2400
"SAP Resources, LLC",Stability Cannabis,Processor,PAAA-NJMG-GZE7,2022-08-15,Oklahoma,OKLAHOMA CITY,,73128-1420,4056840321,dkitch643@gmail.com,8am-6pm
"Big Chicago Leaf, LLC",Big Chicago Leaf,Processor,PAAA-RNGD-B3IS,2022-12-19,Jefferson,RYAN,,73565,7738957009,bigchicagoleaf@gmail.com,10-4
Kind Origin Cannabis LLC,Kind Origin Cannabis LLC,Processor,PAAA-4KUF-ZP8D,2022-08-11,Pontotoc,ADA,,74820-2803,5804216980,joannaleeowens@gmail.com,24 hours
"PlantXTech, LLC",PlantXTech,Processor,PAAA-NKZJ-C3RA,2023-03-15,Oklahoma,Edmond,,73025,(650) 302-9376,breene@plantoiltech.com,12pm-4pm M-F
Dynamo Distribution CO LLC,Dynamo Distribution CO,Processor,PAAA-BO40-CS4P,2023-01-09,Oklahoma,OKLAHOMA CITY,,73105-2705,(405) 226-9898,conner@dynamodistro.com,10-5
Hilltop Extracts LLC,Hilltop Extracts LLC,Processor,PAAA-4JN4-LB4E,2023-03-10,Lincoln,CARNEY,,74832-9679,4057476019,lmhughes60@gmail.com,M-F 1-4 by appt only
Wonder Budz Extracts LLC,"Wonder Budz Extracts, LLC",Processor,PAAA-G0Z8-AABZ,2023-06-02,Tulsa,TULSA,,74146-4731,(918) 810-2234,info@wonderbudz.care,Closed to Public M-F 10-4
3808 A LLC,001 Twisted Extracts,Processor,PAAA-X07Y-BSZ2,2023-05-30,Oklahoma,OKLAHOMA CITY,,73173-8305,4053354887,masonbrianne3@gmail.com,10-10
Sunshine Labs LLC,SUNSHINELABS LLC,Processor,PAAA-V1JS-FGZW,2023-01-10,Oklahoma,Oklahoma city,,73128,9185579998,algomafarmsok@gmail.com,8am-5pm
"3D Products of Oklahoma, LLC","3D Products of Oklahoma, LLC",Processor,PAAA-N1RZ-MIAX,2022-10-17,Comanche,GERONIMO,,73543-5177,4109007242,seanmdavis1000@gmail.com,8am - 10pm
White Acre Grow LLC,White Acre Grow LLC,Processor,PAAA-SM1E-BL3M,2023-03-29,Choctaw,SAWYER,,74756,4057353800,siyan@stacylegalgroup.com,24
"Okie Express Sales and Transport, Inc.","OKIE EXPRESS SALES and TRANSPORT, INC.",Processor,PAAA-VKJ8-MKQB,2023-02-21,Okmulgee,HASKELL,,74436-9433,9186368818,julie@scissortaillaw.com,9-5
JackPot Labs,JackPot Labs,Processor,PAAA-NYX9-K0E8,2022-12-08,Choctaw,FT TOWSON,,74735-4800,5803724606,jackpotacres@yahoo.com,8:00 am- 8:00 pm
Infinity Clone LLC,Infinity Clone LLC,Processor,PAAA-MU4P-PW9E,2023-06-30,Garvin,PAULS VALLEY,,73075-8567,3472241123,jessica@stacylegalgroup.com,24
John Milanoski,Future Extracts,Processor,PAAA-7BC7-B6NK,2023-01-10,Choctaw,VALLIANT,,74764-8025,5802369066,johnmilandred@yahoo.com,9am to 3pm
Marijuana I Love Flowering Extracts LLC,Marijuana I Love Flowering Extracts LLC,Processor,PAAA-TZZV-TFBD,2023-06-29,Logan,GUTHRIE,2730 W COLLEGE AVE,73044-5512,4055958706,russ@milfllc.com,9-5
"Pure Canna Life Extracts, LLC",Pure Canna Life Extracts,Processor,PAAA-HE1Z-SOHJ,2022-10-16,Oklahoma,EDMOND,,73025-9639,4054735982,purelife.101@yahoo.com,9am- 5pm
Higher Power Processing LLC,Higher Power Processing LLC,Processor,PAAA-EJQ3-GXFP,2023-01-10,Bryan,DURANT,,74701-0321,5804788213,higherpowerdispensary@gmail.com,8am-8pm
Zaddiez Medical Farm LLC,Zaddiez Medical Farm LLC,Processor,PAAA-LH9C-VLBD,2023-06-21,Cherokee,HULBERT,,74441-3678,(918) 971-8251,zaddiezmedicalfarm@gmail.com,10 a.m. to 5 p.m. Mon.-Fri.
Zero Solvent Extracts LLC,DAB RIGHT,Processor,PAAA-N1KO-4S6B,2023-05-10,Oklahoma,MIDWEST CITY,,73110-3333,4694414761,joeyd@tcbautomation.com,By appointment only
"FandF Manufacturing, LLC","FandF Manufacturing, LLC",Processor,PAAA-EY5B-9IOI,2023-01-09,Osage,PONCA CITY,64792 US HIGHWAY 60,74604-5025,(580) 485-6573,fandfmanufacturingllc@gmail.com,m-f 9-5
White Label Unlimited LLC,White Label Unlimited,Processor,PAAA-N1WB-5WXI,2022-12-07,Oklahoma,NORMAN,,73071-7980,2539051055,ramelw@icloud.com,11-7
"Indian Territory Illuminating Oil Company, LLC","Indian Territory Illuminating Oil Company, LLC",Processor,PAAA-F9OV-4NSD,2023-01-09,Washington,BARTLESVILLE,,74003-5530,9183401177,jfk@kanedevelopment.us,9am-5pm
"RAREXTRACTS, LLC",RAREXTRACTS,Processor,PAAA-41V9-CFWO,2022-12-12,Tulsa,SAND SPRINGS,,74063-6523,3052995101,rare.extracts.ok@gmail.com,8-5
Terptonics LLC,Budget Rosin,Processor,PAAA-Q7VZ-1TEK,2022-12-21,Okmulgee,OKMULGEE,,74447-8402,5129682322,taywil817@gmail.com,M-F 10-4
"Gaia Green Capital, LLC",Elven Gardens,Processor,PAAA-41GE-BUKO,2023-03-03,Comanche,ELGIN,,73538,3107212588,elvengardensofficial@gmail.com,Monday through Friday (0900-1700)
Southwest Biotech and Extraction LLC,Southwest Biotech and Extraction LLC,Processor,PAAA-LQGF-8FPA,2023-07-21,Beckham,SWEETWATER,,73666-6605,8327140400,ian@heartofgoldlabs.com,8:00a to 8:00p
Rax Green LLC,Rax Green LLC,Processor,PAAA-RN6T-NPMC,2022-10-30,Logan,MULHALL,,73063-9698,4057353800,siyan@stacylegalgroup.com,24
Petersens Consulting,Creative Cannabis Concentrate Consultants,Processor,PAAA-EJEX-OVU7,2023-02-10,Pittsburg,MCALESTER,,74501-3252,9189132831,backalleybilliards@yahoo.com,9 am - 5 pm
T-Town extracts LLC.,T-Town Extracts,Processor,PAAA-WZUG-O9VF,2022-11-15,Rogers,tulsa,,74116,9184083529,levig@ttownfarms.com,8-5
26 Moyers Farm Group LLC,26 Moyers Farm Group LLC,Processor,PAAA-M29U-KCTU,2022-12-04,Choctaw,sawyer,,74756,4058167228,siyan@stacylegalgroup.com,24
Giddy Up Extracts LLC,Origin Extracts,Processor,PAAA-VKUJ-7CVS,2022-12-12,Oklahoma,OKLAHOMA CITY,,73111,4057922468,afinley@origin-extracts.com,8:00am-5pm
"Bakery Supply Center, LLC",JOI Farms,Processor,PAAA-KDK9-DHSV,2023-01-14,Cleveland,NORMAN,,73069-9522,2148836548,ian.simpkinson@yahoo.com,M-F 8:00am - 5:00pm
Legacy Fusions Inc,Legacy Fusions Inc,Processor,PAAA-NYS9-O0RG,2023-09-15,McClain,NEWCASTLE,,73065-4113,7196413232,legacyfusions@gmail.com,11 am - 5 pm
