Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
"COOKIE 1013, LLC","COOKIE 1013, LLC",Grower,GAAA-ZDU7-8SNT,2022-12-19,Tulsa,OWASSO,,74055-6571,9186067940,thecookiegrow@gmail.com,M-F 9-5 or as needed for company operations
ReferMadness LLC,ReferMadness LLC,Grower,GAAA-A35Y-FYKT,2022-09-29,Garvin,ELMORE CITY,,73433-8578,4052689882,sebamachi@gmail.com,24
"J C Green, LLC","J C GREEN, LLC",Grower,GAAA-VKWO-ZJY4,2023-01-14,Cleveland,NOBLE,,73068-6318,2146732622,thouchin180@rocketmail.com,M-F 9-5 or as needed for grow operations
HPCT Green LLC,HPCT Green LLC,Grower,GAAA-TWY3-5EYE,2023-05-03,Garvin,ELMORE CITY,,73433-8706,(405) 225-1200,ltalbert@stocktontalbert.com,By appointment
"Levitate Industries, LLC",Levitate Industries,Grower,GAAA-416D-66QN,2022-12-07,Bryan,DURANT,,74701-3914,5809208628,dparker89@me.com,9:00 am - 5:00 pm
Sticky Icky Organics LLC,Sticky Icky Organics LLC,Grower,GAAA-NYXG-RAZG,2023-02-17,Oklahoma,OKLAHOMA CITY,,73127-7210,(405) 200-7673,bernie-burke@cox.net,10:30 AM TO 2:30 PM
"Golden Midwest Farms, LLC",Golden Midwest Farms,Grower,GAAA-4JHG-BXHQ,2022-12-26,Okmulgee,HENRYETTA,,74437-1454,8328468584,goldenmidwestfarms@gmail.com,8-5 M-F or as needed for company operations
ROYAL HARVEST LLC,ROYAL HARVEST LLC,Grower,GAAA-LQBB-WNRB,2022-10-11,Tulsa,TULSA,,74128-1647,9185768484,royalharvest1@yahoo.com,24 HOURS
Gray Ghost Pharms LLC,Gray Ghost Pharms LLC,Grower,GAAA-RSBV-VPGU,2023-02-01,Kiowa,HOBART,,73651-4501,5805151011,grayghostpharms@gmail.com,8-5
Oklahoma Station Grow LLC,Oklahoma Station Grow LLC,Grower,GAAA-5SNH-UDKN,2023-05-08,Cherokee,PARK HILL,28438 HIGHWAY 82,74451-2845,9189312219,oklahomastationdispensary@gmail.com,9am-9pm
"HZ Natural Products, Inc","HZ Natural Products, Inc",Grower,GAAA-4NER-CS4Z,2023-03-28,Creek,Bristow,35160 w 306th st s,74010,9178566661,chineone918@gmail.com,9-5
Billy Thompson,dba: Thompson Family Farms,Grower,GAAA-VJC5-X5FB,2023-02-10,Logan,Crescent,,73028,4059693181,bthompson00@aol.com,12 - 2
Lightbox Cannabis LLC,Lightbox Cannabis,Grower,GAAA-F50N-M3KD,2022-11-28,Lincoln,CHANDLER,,74834-4230,4052867000,info@tsgattorneys.com,9-5
King Botanicals LLC,Barn 66 Grow,Grower,GAAA-IECY-DIZC,2022-12-12,Rogers,CATOOSA,,74015-2500,9183795177,barn66grow@gmail.com,10-3 m-f
Eagle Farms and Genetics LLC,Eagle Farms and Genetics,Grower,GAAA-TM6Y-W0T4,2022-11-28,Adair,STILWELL,,74960-9435,9187977880,melissa_74960@yahoo.com,9-5
chadee farms llc,chadee farms llc,Grower,GAAA-PLQX-7PQK,2023-04-18,Carter,Ardmore,6091 State Highway 53,73401,8173088868,info@chadee.org,9:00am-5:00 pm
20 Antlers Farm Group LLC,20 Antlers Farm Group LLC,Grower,GAAA-1JUJ-GO0G,2022-10-27,Choctaw,ANTLERS,,74523-4501,4058167228,siyan@stacylegalgroup.com,24 hours
"CURE MEDICATIONS, LLC","CURE MEDICATIONS, LLC",Grower,GAAA-RGEV-KUXM,2022-11-14,Creek,Bristow,,74010,6513871921,stephen_ly023@yahoo.com,7 a.m. to 3 p.m. or as needed for company operations
EVERGREEN CHENG 88 LLC,EVERGREEN CHENG 88 LLC,Grower,GAAA-BWRL-EVKZ,2023-11-06,McClain,BLANCHARD,,73010,6462986117,gao88.management@gmail.com,
Golden Pig II LLC,Golden Pig II LLC,Grower,GAAA-MJDV-QLCR,2023-05-30,Grady,Blanchard,,73010,4057353800,matt@stacylegalgroup.com,24
Gentle Giant Farm,Lakeview Budz,Grower,GAAA-U06X-KQOK,2022-06-22,McIntosh,EUFAULA,,74432-4410,9184902175,jrellis61@gmail.com,14 hours
"Green Country Bud, Inc.",Green Country Bud,Grower,GAAA-E1FP-FOIU,2023-05-08,Delaware,JAY,,74346,(918) 508-9510,lshadrick@greencountrybud.com,8am-5pm Monday-Friday
TRIPLE WL LLC,TRIPLE WL LLC,Grower,GAAA-PRUJ-NADA,2022-11-29,Jefferson,Waurika,,73438,9173855202,li@lulutax.com,8 AM - 5 PM
DOUBLE HD GROW LLC,DOUBLE HD GROW LLC,Grower,GAAA-LJAF-K84X,2022-12-04,Payne,CUSHING,,74023-8766,7197998212,cbfirm2020@gmail.com,8-5
KINGSWAGG FARMS LLC,KING SWAGG FARMS,Grower,GAAA-4YUQ-I0AG,2023-01-11,Carter,Healdton,,73438,2258921554,branjcks5@yahoo.com,9AM - 5PM
Jt Genetics llc,Worry B Gone,Grower,GAAA-4JTI-WJWR,2023-02-10,Tulsa,SAND SPRINGS,,74063-5973,(918) 306-9983,jtgenetics@gmail.com,8-12
Inner Circle Ventures LLC,Inner Circle Ventures LLC,Grower,GAAA-NKNC-6DKW,2023-03-06,Logan,EDMOND,,73034-9669,5805609607,brewer1982@outlook.com,varies
GREEN SOURCE GROWERS LLC,GREEN SOURCE GROWERS LLC,Grower,GAAA-IOJW-BVUS,2022-12-11,Grady,Alex,,73002,(714) 415-9522,texastec01@gmail.com,9-9
NG 888 LLC,NG 888 LLC,Grower,GAAA-4NX6-VWNU,2022-08-28,Payne,YALE,,74085-6523,9188778961,cbfirm2020@gmail.com,8-5
Cannabless Cultivation 7 LLC,Cannabless Cultivation 7,Grower,GAAA-JXJE-9AQB,2022-11-06,Grady,CHICKASHA,,73018,4056354814,csiservicesokc@gmail.com,10a-8p
Bus Pharm,Bus Pharm,Grower,GAAA-4YG5-RNMY,2023-01-12,Cleveland,MOORE,,73160,4054087786,buspharm@gmail.com,11AM-5PM Monday-Friday
"The Weed Patch, LLC","The Weed Patch, LLC",Grower,GAAA-VK7P-HS6K,2023-02-14,Stephens,Healdton,,73438-4102,5804672229,karenhurst264@gmail.com,8am - 5pm
GREENGO ENTERPRISES LLC,GREENGO ENTERPRISES LLC,Grower,GAAA-EECW-LJI2,2022-12-05,Wagoner,COWETA,,74429-6820,5599990947,greengo2021.ok@gmail.com,24 hour
"JOYFLORA, LLC","JOYFLORA, LLC",Grower,GAAA-KVFL-UXSX,2023-02-01,Bryan,DURANT,,74701-1101,8173129418,joyflorallc@gmail.com,M-F 9-5 or as needed for company operations
"Premium Flower, LLC","Premium Flower, LLC",Grower,GAAA-V1LC-LGBB,2023-02-08,Craig,VINITA,,74301,9185744510,npxiong66@gmail.com,24 hours
NATURAL HIGH FARMS,NATURAL HIGH FARMS,Grower,GAAA-E1DL-Y7YU,2023-05-10,Atoka,CANEY,,74533-3497,5802392558,shawnfinchersteelbuildings@gmail.com,7am - 12pm can come in at anytime for inspection
TruLove Property Management LLC,TruLove Property Management LLC,Grower,GAAA-GEW1-SB2Y,2022-07-21,Creek,TULSA,,74131-3062,7209179242,alexaldave88@icloud.com,24
Civil Savage LLC,Civil Savage LLC,Grower,GAAA-VOBE-VY1T,2023-06-30,Comanche,LAWTON,,73501-5519,7193524631,aellis0702@gmail.com,12-4
Sorrell Farms,sorrell farms,Grower,GAAA-NKR4-YMSE,2022-12-04,Comanche,ELGIN,,73538-3755,5804926611,sorrell_farms@outlook.com,0900-1700
5 Point Harvest LLC,5 Point Harvest LLC,Grower,GAAA-NVGD-M0VH,2023-06-22,Pushmataha,ANTLERS,412824 E 1940 RD,74523-1489,9209178938,5pointharvest@gmail.com,8-5pm
Hofu Farm Enterprise LLC,Hofu Farm Enterprise LLC,Grower,GAAA-QMQV-HTXS,2023-10-19,Okfuskee,OKEMAH,,74859-4636,(347) 248-1208,hofufarm@gmail.com,9-5pm
Imperium,Imperium,Grower,GAAA-4KQY-HUDY,2022-12-22,Grady,Minco,,73059,4056984257,sooneralexander@gmail.com,8am to 6pm
Bearry Brothers Farm LLC,Bearry Brothers Farm LLC,Grower,GAAA-0LTA-GUKU,2022-08-01,Payne,STILLWATER,,74075-1852,4057145896,bearrybrothersllc@gmail.com,6
"GROWING FOR SUCCESS, LLC","GROWING FOR SUCCESS, LLC",Grower,GAAA-QIQX-4JIS,2022-10-05,Le Flore,HEAVENER,,74937-9003,(918) 817-9085,richardvue575@yahoo.com,M-F 9-5 or as needed for grow operations
TT 405 Green LLC,TT 405 Green LLC,Grower,GAAA-3R25-9CYB,2023-03-10,Ottawa,Fairland,,74343,4057353800,jessica@stacylegalgroup.com,24
"TGIC Oklahoma, LLC","TGIC Oklahoma, LLC",Grower,GAAA-V1SL-UJD4,2022-11-03,Grady,BLANCHARD,,73010,4058167228,siyan@stacylegalgroup.com,24 hours
SmallLife Corporation,SmallLife LLC,Grower,GAAA-0MVQ-CTNK,2023-01-03,Pottawatomie,MACOMB,,74852-9091,4059154446,smalllifellc@gmail.com,9:00 AM - 5:00 PM
Tex LLC,Twitch Extracts,Grower,GAAA-SXPY-MDKE,2022-12-18,Pottawatomie,Bethel acres,,74801-2424,2146203863,twitchextracts@gmail.com,1100-1400
Central Farm Holdings LLC,Central Farm Holdings LLC,Grower,GAAA-GMFF-YQHB,2022-11-15,Pottawatomie,MAUD,,74854-2835,4058029965,connor@borofarms.com,7 am to 4 pm
Smack'd Premium Cannabis LLC,Smack'd Premium Cannabis LLC,Grower,GAAA-JWVN-GROE,2023-03-17,Garvin,ELMORE CITY,30394 E COUNTY ROAD 1690,73433-8622,(405) 331-4696,bobsterzlobster420@gmail.com,10 a.m. to 5 p.m. Mon.-Fri.
Deer Spring Farm LLC,Deer Spring Farm LLC,Grower,GAAA-TQE2-R5TO,2023-02-01,Delaware,Jay,,74346-6488,9182537022,deerspringfarmllc@gmail.com,9:00 am - 5:00pm
Jason and Jane Trucking llc,Jason And Jane Trucking LLC,Grower,GAAA-EKEI-QB4C,2023-01-12,Tillman,GRANDFIELD,,73546,5802810848,irajason66@gmail.com,8-5
"Viza Brothers, LLC","Viza Brothers, LLC",Grower,GAAA-UXUJ-UWRA,2022-12-04,Payne,GLENCOE,4105 E BURRIS RD,74032-1206,2012708507,z.alps@aol.com,8-5pm
Buzzwiser LLC,Buzzwiser LLC,Grower,GAAA-CEFL-IN1D,2023-01-01,Creek,SAPULPA,,74066-1460,9182219472,kevin.buzzwiser@gmail.com,9:00 AM - 5:00 PM
C.C.W.L.P. PARTNERS LLC,C.C.W.L.P. PARTNERS LLC,Grower,GAAA-GOEK-S1U0,2023-06-23,Payne,GLENCOE,,74032-1435,9173658578,plwcc.equipments@gmail.com,8-5
"Golden Flowers, Inc.","Golden Flowers, Inc.",Grower,GAAA-HIZD-ZMJO,2022-11-08,McClain,BLANCHARD,,73010-4921,5622776188,goldenflowersok@gmail.com,8 am 8 pm
MAGIC CITY FARMS CORPORATION,MAGIC CITY FARMS,Grower,GAAA-BHTQ-D2WS,2023-06-06,Oklahoma,OKLAHOMA CITY,,73105-2021,4057247079,belinda@magiccitycannabis.com,8:00am-3:00pm
zandh green llc,zandh green llc,Grower,GAAA-B61Z-BZOB,2022-11-06,Pontotoc,byars,,74872,2159605661,zhgreens5850@gmail.com,9:00am-5:00 pm
"Funky's Premium Cannabis, LLC","Funky's Premium Cannabis, LLC",Grower,GAAA-37PS-O1VH,2022-12-04,Sequoyah,MULDROW,,74948-5659,(479) 353-0916,alex@funkysfunk.com,9-5
Tha TreeHouse Collective,Tha TreeHouse Collective,Grower,GAAA-B1EE-UD9P,2022-11-03,Choctaw,HUGO,,74743-2819,5807435993,treehouse420dispensary@gmail.com,8:00am-8:00pm
First Round Genetics LLC,First Round Genetics LLC,Grower,GAAA-WPXH-Y011,2023-02-27,Cleveland,NOBLE,,73068-8716,(405) 225-1200,ltalbert@stocktontalbert.com,By appointment
Damn Son Farms LLC,Damn Son Farms LLC,Grower,GAAA-JG8I-0TJE,2022-12-27,Tulsa,TULSA,,74146-5725,9189356620,dsfarmsok@gmail.com,9AM to 5PM
"TF Green, Inc","TF Green, Inc",Grower,GAAA-OWWE-QORK,2023-08-14,Pottawatomie,SHAWNEE,37708 MOCCASIN TRL,74804-9038,(917) 567-0189,helloye668@gmail.com,9-5
"L-Two OP, LLC","L-Two OP, LLC",Grower,GAAA-E1WF-7SYB,2023-08-17,Bryan,DURANT,,74701-2803,(325) 451-0822,tonyleadbetter@me.com,
Oklahoma DEN539 LLC,Oklahoma DEN539 LLC,Grower,GAAA-ZZOU-VUE7,2023-04-24,Muskogee,BOYNTON,,74422-5050,(918) 268-4216,rgriffin198065@gmail.com,8-5p
"Fire in the Sky, LLC","Fire in the Sky, LLC",Grower,GAAA-FKLT-AFSH,2022-08-29,Canadian,OKARCHE,,73762-4656,4052683575,lwalker@wwlawoffices.com,24 hrs
Campbell-Sparks,Star 46 Farms,Grower,GAAA-E1IE-0VOX,2022-03-28,Cleveland,NORMAN,,73069-8126,5802210362,soonercampbell@gmail.com,24
Wisterland Farms LLC,Wisterland Farms LLC,Grower,GAAA-PDZD-XIAL,2023-01-04,Le Flore,WISTER,,74966-2759,2023726977,diane@liftedlogix.com,M-F 8am-5pm
"Aqua Grow US, LLC",Vertica Farms,Grower,GAAA-VJHR-H8GO,2023-07-07,Muskogee,PORUM,,74455,4053405971,dkmckinney@craigcarterassociates.com,9:00 to 5:00
Life of Riley LLC,Life of Riley,Grower,GAAA-NYPZ-TFO0,2022-11-07,Cleveland,NORMAN,,73026-8364,4053613529,vjpelham@gmail.com,9am to 5pm
GREEN GROW GENERATION LLC,GREEN GROW GENERATION,Grower,GAAA-F0BT-FKA1,2023-06-15,Carter,ARDMORE,2565 OLD HIGHWAY 70,73401-0505,5802770444,greengenerationllc@gmail.com,8-5
5Star Grower LLC,5Star Grower LLC,Grower,GAAA-6HTG-PHQS,2023-05-22,Okfuskee,PADEN,,74860,6512190966,goldlc.ok@gmail.com,9-5pm
Tribal Harvest Company LLC,Tribal Harvest Company LLC,Grower,GAAA-OT7U-B3GZ,2022-10-23,Sequoyah,SALLISAW,,74955-4187,4792632790,thcsallisaw@gmail.com,9am-4pm
Huerta's Green Fields LLC,Huerta's Green Fields LLC,Grower,GAAA-MR6D-MVFK,2022-11-15,Logan,Guthrie,,73044,4053264169,efrain101@hotmail.com,7:30 am TO 4:30pm
Green Star Season LLC,Green Star Season,Grower,GAAA-N1CK-KS05,2023-01-12,Pittsburg,McAlester,,74501,5106042358,long.sheng.ok@gmail.com,8-5
Medicanbis LLC,Medicanbis LLC,Grower,GAAA-LWGW-QFWD,2023-05-31,Delaware,JAY,,74346-6496,6517570450,greendaddy.ok@gmail.com,8-5pm
Bansuansuk LLC,Bansuansuk LLC,Grower,GAAA-TRMA-ZKBI,2022-11-17,Pittsburg,MCALESTER,,74501-8476,8285140767,kritsanalee@yahoo.com,9:00 am TO 5:00 PM
Gamauk Green LLC,Gamauk Green LLC,Grower,GAAA-X2XD-V00O,2022-12-14,Oklahoma,Oklahoma City,8230 N Classen Blvd,73114,(229) 314-5343,hanhton01@yahoo.com,7-7
The Oklahoma Green Source LLC,The Oklahoma Green Source,Grower,GAAA-E1DL-1BJM,2023-03-07,Logan,Crescent,,73028,4052459600,trevor.theogsource@gmail.com,7am - 5pm
Local Leaf Cultivation LLC,Local Leaf Cultivation,Grower,GAAA-DQ4G-9UFL,2022-10-11,Pottawatomie,TECUMSEH,,74873-9151,(214) 684-2040,localleafcultivation@gmail.com,9-5
Herbus Grow Co. LLC,Herbus Grow Co. LLC,Grower,GAAA-JVYH-1ZO1,2022-11-02,Muskogee,MUSKOGEE,,74401-5443,9183879800,herbusgrowco@gmail.com,MTWTHF 9am - 5pm
BLACKSTONE GROW LLC,BLACKSTONE GROW LLC,Grower,GAAA-9HHO-VSZ0,2023-05-22,Payne,RIPLEY,,74062,5102134158,harrisdjay@gmail.com,10PM -7PM MONDAY - SATURDAY
DeRon Brown DBA Crude and Gold Cannabis Company.,Crude and Gold Cannabis Company,Grower,GAAA-FMWR-EQXN,2023-05-18,Love,THACKERVILLE,,73459-9521,2147230105,deronbrown1@yahoo.com,9am-9pm
337 VITA LLC,337 VITA LLC,Grower,GAAA-ZPDF-GLNB,2023-06-16,Muskogee,HASKELL,,74436-2804,8284497032,337grow.ok@gmail.com,8-5pm
W3LL OrganiLeaf Farm LLC,W3LL OrganiLeaf Farm LLC,Grower,GAAA-BDSL-BRQF,2023-11-03,Stephens,DUNCAN,,73533-9085,9173855202,saipingwu@gmail.com,0900 am - 0500 pm
Nou's Farm LLC,Nou's Farm LLC,Grower,GAAA-XGMW-1AAP,2022-12-08,Le Flore,HEAVENER,,74937-3726,8164896081,cm_investments@aol.com,8-5
Frogville Growers LLC,Frogville Growers LLC,Grower,GAAA-NJE7-JU7O,2023-06-23,Choctaw,HUGO,,74743-5730,(903) 461-1957,frogvillegrowers@yahoo.com,9-4
Paul's Green LLC,Paul's Green,Grower,GAAA-GN5N-SJRW,2023-09-20,Stephens,DUNCAN,,73533-2961,5125652936,alexphu888@gmail.com,8:00am-8:00pm
"Phillipe DeJesus Three, Inc.","Phillipe DeJesus Three, Inc.",Grower,GAAA-UB6K-OCWY,2022-11-27,Okmulgee,HASKELL,,74436-9433,5305263269,phillipedejesus@gmail.com,9-9 7 days a week
"Pure Growing, LLC","Pure Growing, LLC",Grower,GAAA-NQ2H-P6Z1,2023-05-17,Payne,Cushing,6600 East Main Street,74023,(773) 558-8541,greenwayoperationsllc@gmail.com,8-5
Natural Born Growers LLC,Natural Born Growers LLC,Grower,GAAA-1QQI-SAIY,2023-06-29,McClain,BLANCHARD,,73010-3246,4057603500,naturalborngrowers@gmail.com,9am to 5pm
"Oklahoma DIK, LLC","Oklahoma DIK, LLC",Grower,GAAA-UTN8-VKRU,2023-04-24,Muskogee,BOYNTON,,74422-5050,(918) 699-9855,oklahomafarmoperations@gmail.com,8-5p
"Zong NPK Pharm, LLC","Zong NPK Pharm, LLC",Grower,GAAA-NEFZ-TJVK,2022-08-14,Okfuskee,Okemah,,74859,9165059849,zongnpkgroup.ok@gmail.com,9-5pm
Growing Goodwill LLC,Growing Goodwill LLC,Grower,GAAA-EKF2-AYWZ,2022-11-08,Osage,BARTLESVILLE,,74003-4418,9187918872,tabathanwill@gmail.com,8a-8p
Wally's Green Patch,Wally's Green Patch,Grower,GAAA-VYRG-5ADB,2022-09-15,Garvin,STRATFORD,,74872-6771,5804216822,esteshorses@yahoo.com,9:00-5:00
Star Grows LLC,Star Grows LLC,Grower,GAAA-AZZZ-AHAB,2022-06-01,Haskell,KEOTA,,74941,6012465504,unigrow.ok@gmail.com,8-5pm
"Drag Up Hydro, LLC","Drag Up Hydro, LLC",Grower,GAAA-U8AJ-QXPB,2023-06-28,Pontotoc,ADA,,74820-5537,(405) 433-4452,duhydro@gmail.com,12a
Moua Brothers LLC,Moua Brothers LLC,Grower,GAAA-PZ5J-HNWX,2023-05-11,Le Flore,Bokoshe,20564 Old Bokoshe School Rd,74930,4792132398,vee_moua88@hotmail.com,8-5pm
Big Apple Farms LLC,Big Apple Farms,Grower,GAAA-25DX-H5ED,2023-07-24,Canadian,EL RENO,3808 S AIRPORT RD,73036-6907,(405) 638-6556,bigapplefarmllc@yahoo.com,10a-8p
Heavy Haymakers LLC,Heavy Haymakers LLC,Grower,GAAA-KLRN-U7BM,2023-05-17,Nowata,NOWATA,,74048-9639,5397778688,heavyhaymakers@gmail.com,10 a.m. to 5 p.m. Mon.-Fri.
OCC AG LLC,OCC AG LLC,Grower,GAAA-VEOU-EJWE,2022-12-13,Mayes,CHELSEA,,74016-5113,9183408279,adamfiveash@ymail.com,9:00am - 5:00pm M - F
Delta 9 Agrology Ltd Co,Delta 9 Agrology Ltd Co,Grower,GAAA-NJT1-GVJU,2023-02-10,Cleveland,NORMAN,,73069,4053880095,joe@d9agro.com,8 - 5 M F
Savage Gardens LLC,Savage Gardens,Grower,GAAA-2B7O-QML6,2022-12-06,Bryan,CADDO,,74729-2702,5803802115,savagegardensllc@gmail.com,9-5
Royal Tree Gardens LLC,Royal Tree Gardens LLC,Grower,GAAA-V1VQ-OSQY,2022-11-15,Bryan,BENNINGTON,,74723-3307,2066050184,jjwildhaber@gmail.com,"M-F 7:30AM to 5:00PM, Sat/Sun 7:30AM to Noon"
"Heartland Farms, LLC",Heartland Farms,Grower,GAAA-41Y5-6C68,2023-06-02,Tulsa,BIXBY,,74008-4169,(918) 960-1434,info@heartlandfarmsok.com,
May Grower LLC,May Grower LLC,Grower,GAAA-JA6M-V10V,2023-06-15,Pottawatomie,WANETTE,30276 COWBOY DAYS RD,74878-8201,9204617841,dao.ly52@gmail.com,8-5pm
Flier Farms LLC,Flier Farms LLC,Grower,GAAA-H7MK-AXT4,2023-05-30,Logan,Edmond,,73025,2016212269,robert@flierfarm.com,9am - 6pm
"Cobra Grows, LLC","Cobra Grows, LLC",Grower,GAAA-WDEJ-MFYM,2023-06-14,Comanche,FLETCHER,,73541-3262,5808120857,cobragrowsok@gmail.com,9:00am to 5:00pm M-F
"Papa J's Smokehouse, LLC",Papa J's Smokehouse,Grower,GAAA-SU6X-5B6O,2023-01-08,Blaine,LONGDALE,,73755,5808864145,papajssmokehouse@gmail.com,8 am to 5 pm
Valsar Growing LLC,Valsar Growing LLC,Grower,GAAA-DYFC-2UJQ,2022-11-24,Oklahoma,Oklahoma City,5220 SW 11th Street,73128,(954) 647-5960,monteoffice.ca@gmail.com,24
Oklahoma Harvest Health LLC,Oklahoma Harvest Health,Grower,GAAA-PVAR-4V5N,2023-06-21,Tulsa,SAND SPRINGS,,74063-6523,9184073740,tony@okharvesthealth.com,Monday-Sunday 0600-2300
Boro Family Farms LLC,Boro Family Farms LLC,Grower,GAAA-4YGX-YU7V,2023-02-15,Seminole,SEMINOLE,,74868-5861,4052881844,connor@borofarms.com,7:00 a.m. to 4:00 p.m.
"Indigo Farms, LLC","Indigo Farms, LLC",Grower,GAAA-R01I-ZRGZ,2022-08-01,Okmulgee,BEGGS,,74421-2472,6512079521,lblogistics.ok@gmail.com,9-5pm
"Mio Pioneer, LLC","Mio Pioneer, LLC",Grower,GAAA-EFAA-XJBC,2022-12-19,Garvin,ELMORE CITY,,73433,4692123751,miollc.ok@gmail.com,0900-1700
Casey Smith DBA Smith Cannabis Company,Smith Cannabis Company,Grower,GAAA-YF0R-3DA4,2023-02-01,Bryan,BOKCHITO,,74726-2307,5803670109,smithcannabisco@gmail.com,24/7
Ttopspharms LLC,T tops Pharms LLC,Grower,GAAA-VYBK-ENDR,2023-04-11,Osage,TULSA,1265 W 71ST ST N,74126-2174,9186293207,ttopspharms@gmail.com,10am - 6pm
"Lucky Star Garden, LLC","Lucky Star Garden, LLC",Grower,GAAA-UHGV-IM8R,2023-07-25,Lincoln,Chandler,,74834,6172306629,luckstarmanagement.ok@gmail.com,9-5pm
CANOPY GROWTH LLC,CANOPY GROWTH LLC,Grower,GAAA-XJHF-O5LT,2023-05-31,Okmulgee,BEGGS,8468 HAPPY CAMP ROAD,74421-2137,9188502681,eliteassociatesok@gmail.com,8-5
Hilltop Gardens LLC,Hilltop Gardens LLC,Grower,GAAA-VY2L-DA74,2023-03-10,Lincoln,CARNEY,,74832-9679,4057476019,lmhughes60@gmail.com,M-F 2-4 pm by appointment only
Honeychome Horticulture LLC,Honeychome Horticulture,Grower,GAAA-E12M-VZWZ,2022-11-01,Cleveland,NORMAN,,73071-7980,9184211468,grow@honeychomeok.com,10am-6pm
"Leaf Logic, LLC","LEAF LOGIC, LLC",Grower,GAAA-41SD-BCRW,2023-05-16,Oklahoma,EDMOND,,73003-5665,4053231700,info@leaflogicok.com,8:00am - 5:00pm
Legends Cannabis Company LLC,Legends Cannabis Company,Grower,GAAA-N1GD-9GOE,2022-12-19,Muskogee,Haskell,,74436,9186334325,drewaryalc@gmail.com,8-5pm
"Cannacopeia, LLC","Cannacopeia, LLC",Grower,GAAA-Z7TS-M1GQ,2022-04-11,Tulsa,SKIATOOK,,74070-1605,9183848165,brandon@cannacopeiaok.com,8-5
No Bluff LLC,No Bluff LLC,Grower,GAAA-FKVE-JJJE,2022-12-04,McIntosh,EUFAULA,,74432-2739,9184294022,tjlhayes@gmail.com,M-F 9-5
Lovely Grow Farms LLC,Lovely Grow Farms LLC,Grower,GAAA-41EH-O29O,2023-03-08,Logan,GUTHRIE,,73044-7943,4056968325,lovelygrowfarms@gmail.com,M-F 9-5
Jevon Nasalroad,Amorphous Acres,Grower,GAAA-4J5L-43DC,2023-02-01,Payne,Stillwater,,74074,4053388907,sales@rooferschoice.com,m-f 8-5
VC Green LLC,VC Green LLC,Grower,GAAA-4JFB-LK8D,2023-02-01,Garvin,Elmore City,,73433,4058167228,jessica@stacylegalgroup.com,24 hours
"Canna Boyz, LLC","Canna Boyz, LLC",Grower,GAAA-3FU7-04X1,2023-05-12,Carter,ARDMORE,,73401-9338,(580) 504-8011,bayer.group.ok@gmail.com,8-5
"Chronic KingdomnFarms, LLC","Chronic Kingdom Farms, LLC",Grower,GAAA-OPGG-VTFF,2022-12-13,Okfuskee,CASTLE,,74833-4804,9185771116,chronickingdom420@gmail.com,10am - 4pm
MR.RELEAF LLC,MR.RELEAF LLC,Grower,GAAA-EJZQ-H8YQ,2023-03-30,Pottawatomie,TECUMSEH,,74873,4054231246,steven.mrreleaf@yahoo.com,8-5
"East of Jordan Farms, LLC","East of Jordan Farms, LLC",Grower,GAAA-E9KA-W6A7,2023-01-13,Sequoyah,Muldrow,,74948,4794593258,smckinney0024@yahoo.com,8:00AM-5:00PM M-F or as needed for company operations
"Arbuckle Farms, LLC",Arbuckle Farms,Grower,GAAA-4JJL-9DDS,2023-05-03,Oklahoma,OKLAHOMA CITY,,73114-2114,4056174778,arbucklefarms788@gmail.com,9am-6pm
Sugarloaf Mountain Farm LLC,Sugarloaf Mountain Farm LLC,Grower,GAAA-EKJO-ABPC,2023-07-12,Le Flore,POTEAU,,74953-7768,4794612170,sugarloafmountainfarm19@gmail.com,8:00 AM - 5:00 PM
"BABA VERA, LLC","BABA VERA, LLC",Grower,GAAA-LIQ3-RY9T,2022-10-23,Cherokee,HULBERT,,74441-2275,5593345274,babaverallc@gmail.com,M-F 9-5 or as needed for company operations
TandJ Hi Green LLC,TandJ Hi Green LLC,Grower,GAAA-AJ5O-OU9T,2023-03-13,Garvin,LINDSAY,,73052-8040,4058167228,jessica@stacylegalgroup.com,24
"Yoshi Kazu, Inc","Yoshi Kazu, Inc",Grower,GAAA-7VAX-9YOR,2023-06-19,Okfuskee,Boley,,74829,6462697386,lihualin1963@yahoo.com,9-5
Doobie Queens LLC,Doobie Queens LLC,Grower,GAAA-NYYU-Q05L,2023-02-14,Pushmataha,ANTLERS,,74523-7425,5807139445,joybelle84@yahoo.com,N/A
Sooner Bud LLC,F5 CANNABIS,Grower,GAAA-EJP6-GUPZ,2023-02-24,Okfuskee,PADEN,,74860-9428,(469) 951-3148,bwjames77@gmail.com,4 PM-12AM (grow entrance hrs)11AM-5PM (Sales)
Green Panda Cultivation Inc,Green Panda Cultivation Inc,Grower,GAAA-EKIE-TFZY,2023-05-22,Pittsburg,McAlester,146 Sunshine Road,74501,(405) 501-1766,czhihui88@gmail.com,10a-6p
"Rockin T's Lazy Acres, LLC",Rockin T's Lazy Acres,Grower,GAAA-NYN9-HGGR,2023-03-02,Ottawa,QUAPAW,3753 S 670 RD,74363-2119,9185424830,rockintslazyacres@yahoo.com,9:00 A.M.-7:00 P.M.
Sisters Solstice LLC,Sisters Solstice LLC,Grower,GAAA-41QP-VWYU,2023-02-24,Mayes,PRYOR,,74361-4537,9188646007,rachael@sisterssolstice.com,9am-5pm
