Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
"420 Cookies Club, LLC","420 Cookies Club, LLC",Dispensary,DAAA-XQBJ-UTM8,2022-12-12,Tulsa,TULSA,503 N PEORIA AVE,74120-1230,6082399314,jaleesaparedes918@gmail.com,6am - 12 AM
Main Street Cannabis Company LLC.,Main Street Cannabis Company,Dispensary,DAAA-0KKB-TJGL,2022-10-17,McClain,NEWCASTLE,,73065-4121,4053874459,mainstreetcannaco@gmail.com,10am-10pm
XTREME GREENZ LLC,Xtreme Greenz LLC,Dispensary,DAAA-4YXS-W1AL,2022-12-15,Johnston,TISHOMINGO,104 S. CAPITOL AVE,73460-1619,5807684479,xgreenz420@gmail.com,"M-F 10am-8pm, Sat 12am-6pm"
TOKEN FLYER LLC,GREEN TOKEN OKLAHOMA,Dispensary,DAAA-VKGX-4E8W,2022-08-04,Oklahoma,OKLAHOMA CITY,1841 NW 1ST ST,73106-3007,(405) 724-8051,greentokenoklahoma@gmail.com,8am-12am
Giggly Bush LLC,Giggly Bush,Dispensary,DAAA-WFDC-6Y5M,2022-12-27,Canadian,OKLAHOMA CITY,,73127-7455,4056198023,canndiscount@gmail.com,11AM-9PM
Mo Boozle LLC,The Healing Cannabis Store,Dispensary,DAAA-VJA8-QZAV,2023-05-09,Sequoyah,GANS,466857 US HIGHWAY 64,74936,9185712620,sgambrell82@yahoo.com,10am -8pm
Medicated Monkey LLC,Medicated Monkey,Dispensary,DAAA-41CZ-78UK,2023-02-28,Choctaw,HUGO,104 E DUKE ST,74743-4033,5803724606,jackpotacres@yahoo.com,10am-9:00pm
Vice Capital Dispensary LLC,Lotus Gold,Dispensary,DAAA-60NK-5UY6,2023-05-04,Cleveland,NORMAN,1100 E CONSTITUTION ST,73072-7814,4057407926,ryan.vice@icloud.com,10-8 M-F 12-5 Sun
Code Red LLC,Code Red,Dispensary,DAAA-E1MM-LLC6,2022-10-03,Seminole,SEMINOLE,1423 E WRANGLER BLVD,74868-3515,4053036510,codered4@yahoo.com,10:00 am-6:00pm
Med Bud Barn LLC,Med Bud Barn Dispensary,Dispensary,DAAA-DDDE-XGCF,2023-07-28,McCurtain,VALLIANT,16959 W US HIGHWAY 70,74764-5675,5807437033,medbudbarn@gmail.com,10am-10pm
Elevate Rx LLC,Elevate Rx LLC,Dispensary,DAAA-BXR8-EH9P,2022-11-19,Marshall,Madill,601 East Main Street,73446,4699698616,elevaterx@gmail.com,10AM-10PM
Master of Buds LLC,Master of Buds,Dispensary,DAAA-EY2E-UNPG,2023-01-12,Tulsa,COLLINSVILLE,713 W MAIN ST,74021-3226,9183139016,masterofbuds420@gmail.com,10-9
Trees Cannabis Connection LLC,Trees Cannabis Connection,Dispensary,DAAA-WH3V-S65E,2022-08-25,Oklahoma,OKLAHOMA CITY,2958 SW 59TH ST,73119-6402,4053396626,rodney89fennell@gmail.com,10am - 10pm
"Whole Leaf Oklahoma, LLC",Whole Leaf,Dispensary,DAAA-VKKY-YUTR,2022-09-12,Tulsa,TULSA,4785 E 91ST ST,74137-2839,9184421515,info@wholeleaf.net,Mon thru Sat - 10am to 7pm - Sunday 10am to 5pm - Exploring Expanding Hours
"Russell Arnold, LLC",Spanky Farms,Dispensary,DAAA-8BND-RGLE,2022-08-22,Delaware,GROVE,26850 S 655 RD,74344-6148,9188012388,rarnold1011@yahoo.com,9am to 7pm
Kiowa Wellness Center,Kiowa Wellness Center,Dispensary,DAAA-NKDV-ZKCF,2023-01-09,Jackson,ALTUS,2000 N MAIN ST,73521-1624,5803799244,kiowawellnesscenter@gmail.com,11-7pm Mon-Fri
OKLAHOMA CARTEL GROUP LLC,the oklahoma cartel group,Dispensary,DAAA-NCYU-SKJN,2022-10-03,Oklahoma,OKLAHOMA CITY,7601 N MAY AVE,73116-3111,4057122811,dabdaddys405@gmail.com,8-5
Flavor Chasers Dispensary LLC,Flavor Chasers Dispensary LLC,Dispensary,DAAA-KMEV-AA9X,2022-09-08,Tulsa,TULSA,2036 E 81ST ST SOUTH,74137-4347,9189860312,flavorchasersdispensaryok@gmail.com,9:30AM-10:30PM
"The Main Street Dispensary, LLC",The Main Street Dispensary,Dispensary,DAAA-EYYH-P4SP,2022-11-29,Payne,STILLWATER,807 N MAIN ST,74075-3619,9186810873,lloyannbishop@gmail.com,10:00am - 8pm
Pot Luck Dispensary LLC,Pot Luck Dispensary LLC,Dispensary,DAAA-HHCX-93E6,2023-08-24,Grady,CHICKASHA,702 W GRAND AVE,73018-5743,4058204284,dfp73082@gmail.com,10-7
OKC Metro Retail Inc.,Pink Rhino,Dispensary,DAAA-7NNU-FVYI,2023-07-05,Oklahoma,WARR ACRES,7311 N MACARTHUR BLVD,73132-5727,4058025502,okcretail@yahoo.com,10 am to 8 pm
MAMA JUANA BUDZ LLC,MAMA JUANA BUDZ LLC,Dispensary,DAAA-NYQ1-V1MH,2023-08-08,Oklahoma,OKLAHOMA CITY,5605 S. PENNSYLVANIA AVE,73119,4056939990,mortonclrk@yahoo.com,9AM TO 7PM
ANYRS LLC,Smokinn420,Dispensary,DAAA-XKIU-L4RO,2023-01-04,Oklahoma,OKLAHOMA CITY,5617 S PENNSYLVANIA AVE,73119-7014,4053616984,rahmifeshani@gmail.com,8:00 a.m. - 10:00 p.m.
Elite Leaf LLC,Elite Leaf LLC,Dispensary,DAAA-H9VR-7HDD,2022-12-25,Oklahoma,OKLAHOMA CITY,3929 NW 10TH ST,73107-6036,4054123461,diane@liftedlogix.com,M-F 8-5
The Grumpy Bikers LLC,The Grumpy Bikers LLC,Dispensary,DAAA-VKSX-CIYP,2022-12-23,Murray,SULPHUR,1134 HIGHWAY 177 S,73086-8815,5806226110,thegrumpybikers@gmail.com,10am to 8pm
"Bud Brothers Coughy Shop, LLC",Bud Brothers Coughy Shop,Dispensary,DAAA-NYV8-OVID,2022-11-15,Garvin,PAULS VALLEY,122 W JOY AVE,73075-3818,6203091421,bill@budbrotherscoughyshop.com,10am to 10pm
Chiefin Meds LLC,Chiefin Meds,Dispensary,DAAA-VKSV-KTLY,2022-09-19,Mayes,LOCUST GROVE,101 HOLIDAY LN,74352-9017,5392062066,chiefinmeds@gmail.com,8am-8pm Sunday to Thursday 8am-10pm Sat and sun
Deli Boys LLC,Deli Boys LLC,Dispensary,DAAA-L8G8-Y2AS,2022-12-13,Canadian,MUSTANG,207 N TRADE CENTER TER,73064-4415,7146580164,robinharris@rlhtaxservicesllc.com,10am-9pm
Cannabless Retail 16 LLC,Cannabless Retail 16 LLC,Dispensary,DAAA-ZMCL-RBKS,2022-05-31,Cleveland,MOORE,825 SW 19TH ST,73160-2897,4056354814,csiservicesokc@gmail.com,10a-11p
The Back House LLC,The Back House LLC,Dispensary,DAAA-OEWD-TJX5,2022-10-09,Osage,HOMINY,113 W MAIN ST,74035-1031,9182833544,thebackhouseok@yahoo.com,9am-12am M-S 12pm-12am Sunday
MJC Investments LLC,The Bud Ranch,Dispensary,DAAA-EJAG-N9QD,2022-11-28,Comanche,LAWTON,1128 NW CACHE RD,73507,(580) 699-2027,office@thebudranch.net,M-Sat 10a - 8p and Sun 12p -5p
Doc's Med Grow,Doc's Med Grow,Dispensary,DAAA-W4MD-ZGG9,2022-10-10,Ottawa,MIAMI,9701 S HIGHWAY 137,74354-3824,9183201922,richarddopp62@gmail.com,10:00am-10:00pm
Elm Street Dispensary LLC,Elm Street Dispensary,Dispensary,DAAA-41FK-MB4O,2022-12-10,Oklahoma,MIDWEST CITY,6013 SE 15TH ST,73110-2619,4054134979,elmstreetdispensary@gmail.com,10am-10pm
"Integrated Creative Investments, LLC",R and R Dispensary,Dispensary,DAAA-4KDE-GNSR,2023-02-03,Payne,STILLWATER,1103 S PERKINS RD,74074,(405) 372-9333,randrdispensary@gmail.com,10am to 8:oopm Monday through Saturday
Natural Healing Remedies LLC,Natural Healing Remedies LLC,Dispensary,DAAA-4YSV-3BIW,2023-02-01,Payne,STILLWATER,211 N PERKINS RD,74075-5525,(405) 332-5640,naturalhealingremedies420@gmail.com,12:00 pm to 03:00 am
"EVO Cannabis Company, LLC","EVO Cannabis Company, LLC",Dispensary,DAAA-NJZE-FFPA,2023-03-21,Rogers,CLAREMORE,1122 W WILL ROGERS BLVD,74017,4077973205,tik@evolutiononline.com,8am - 8pm
"Native Harvest, LLC",Native Harvest LLC,Dispensary,DAAA-355V-9F8V,2022-11-15,Oklahoma,OKLAHOMA CITY,7105 S MAY AVE,73159,4052346525,rogermayes1029@gmail.com,9:00 am - 10:00 pm
"Edge Enterprises, LLC",Green Dog Dispensary,Dispensary,DAAA-NKAM-N3OB,2022-09-15,Oklahoma,OKLAHOMA CITY,6409 NW 10TH ST,73127-4726,4057065122,jasonpmackey74@gmail.com,2pm through 10pm
Kenosha Elm LLC,Okind BA,Dispensary,DAAA-41RF-VJI8,2022-08-10,Tulsa,BROKEN ARROW,904 W KENOSHA ST,74012-8917,(918) 237-2313,highrollersdispensary@gmail.com,7 days a week 10 am to 8pm
"Emerald Bison, LLC",Humboldt Cannabis,Dispensary,DAAA-S8NR-MM7C,2022-12-07,Tulsa,OWASSO,422 E 22ND ST,74055-4423,9184066908,christina@viridianlegal.com,10a-7p
Doc's Craft Cannabis,Doc's Craft Cannabis LLC,Dispensary,DAAA-TBEB-ZF2Y,2022-12-20,Washington,BARTLESVILLE,128 NE WASHINGTON BLVD,74006-1634,(918) 876-0398,bvilleoffice@docscc.com,MON-SAT 10 AM-7 PM
Temple of Kush LLC,TOK,Dispensary,DAAA-R1FR-X5SU,2022-11-13,Caddo,HYDRO,3090 OLD 66 RD,73048-1011,3162144613,diane@liftedlogix.com,"M-Th 10AM-10PM, F-S 10AM-11PM, Sun 10AM-6PM"
"Corporation Asset Network Association, LLC",Minerva Canna of Oklahoma,Dispensary,DAAA-E1WG-UUNQ,2023-05-24,Mayes,Langley,39026 S Highway 82,74350,9186978310,jlrisman@sbcglobal.net,10AM-9PM Monday - Saturday
Kenetic Genetics Inc,Kenetic Genetics,Dispensary,DAAA-CLFF-D5P1,2022-12-13,Pontotoc,ADA,,74820-5404,(405) 788-4342,rob@robandsonscc.com,10am - 9pm
Strange Cloudz Collective LLC,Strange Cloudz Collective,Dispensary,DAAA-QS6W-CF0F,2022-12-19,Tulsa,TULSA,,74128-4419,(310) 279-9521,alansoleyman@yahoo.com,10AM-8PM
Dank Factory LLC,Dank Factory LLC,Dispensary,DAAA-UNV0-TQMV,2023-02-01,Tulsa,OWASSO,11330 N GARNETT RD,74055-4202,9182124788,marilyn@dankberryfarms.page,"10AM to 10PM Sunday - Thursday, 10AM to 12AM Friday & Saturday"
House of Ounce,House of Ounce,Dispensary,DAAA-NJVD-7AEH,2022-11-01,Love,MARIETTA,12443 OSWALT RD,73448-7510,5803194321,puppal1994@gmail.com,10am - 9pm
Midwest Dispensary of Oklahoma LLC,Midwest Dispensary of Oklahoma,Dispensary,DAAA-4JLA-1LVC,2023-02-22,Canadian,EL RENO,1600 East Highway 66,73036,4052066848,midwestwellness@yahoo.com,9:00 am- 7:00 pm Monday-Saturday Noon to 5Pm on Sunday
Stoney Lane Dispensary LLC,Stoney Lane,Dispensary,DAAA-UCGM-ULXF,2023-05-17,Kiowa,HOBART,801 S BROADWAY,73651-1832,4176993866,stoneylane2021@yahoo.com,11 to 9 monday through sunday
Lucid Collective LLC,Lucid Cannabis Collective,Dispensary,DAAA-EKOR-Q9JU,2023-05-15,Oklahoma,EDMOND,,73034,4052854050,admin@lucid-collective.org,Monday-Saturday 11am-7pm
"OG Electric Lettuce, LLC","OG Electric Lettuce, LLC",Dispensary,DAAA-E1AW-ZPYP,2022-12-07,Mayes,PRYOR,417 N MAPLE ST,74361-4539,9185300467,electriclettuceofok@yahoo.com,9 am to 9 pm
"Jefes., LLC","Jefes., LLC",Dispensary,DAAA-50TO-R7HI,2023-07-06,Oklahoma,OKLAHOMA CITY,900 SW 29TH ST,73109-2304,4058120947,jefesdispensary@gmail.com,M-Sa 9am-9pm
HEMPtin Medical Dispensary LLC,HEMPtin Medical Dispensary LLC,Dispensary,DAAA-C0PE-BR8V,2022-09-14,Pittsburg,MCALESTER,100 N 5TH ST,74501-5084,9185582995,lcass2003@yahoo.com,11:00 to 7:00
Purple Haze Enterprises Inc,Purple Haze Dispensary,Dispensary,DAAA-FEJV-W8RP,2023-02-01,Kingfisher,KINGFISHER,110 W WILL ROGERS DR,73750-4327,(903) 926-5405,phazeokc@gmail.com,10:00 to 20:00
Good Karma Cannabis Co LLC,Good Karma Cannabis Company,Dispensary,DAAA-N1KZ-AGIB,2022-10-02,Cleveland,MOORE,809 NW 12TH ST,73160-1708,4054569997,csiservicesokc@gmail.com,10a-8p
Native Nugs,Native Nugs,Dispensary,DAAA-VKRK-LLND,2022-11-10,Tulsa,TULSA,2633 E 15TH ST,74104-4711,9725235014,tony.wheeler1@verizon.net,9 to 8
"Pott County Hide-Out, LLC",Pott County Hide-Out,Dispensary,DAAA-V1I1-SZZH,2022-09-15,Pottawatomie,TECUMSEH,20810 STEVENS RD,74873-5354,4052646221,adamr@health.ok.gov,10am -9 pm
Green Country Dispensary LLC,Private Stash,Dispensary,DAAA-VJ8D-CSC0,2022-08-16,Tulsa,Tulsa,6059 S Sheridan Rd,74145,(918) 510-2384,gcdispensary@gmail.com,10:00-8:00 Monday-Thursday -- 10:00-10:00 Friday-Saturday -- 12:00-6:00 Sunday
Farmz Of OZ LLC,Farmz Of Oz LLC,Dispensary,DAAA-KZXT-FNSM,2023-01-11,Ottawa,MIAMI,10980 S 590 RD,74354-4512,4796517145,dcookottawa@gmail.com,6-9
Greencraft LLC,Greencraft,Dispensary,DAAA-EJ4W-7SD7,2022-09-26,Tulsa,TULSA,6967A E 71ST ST,74133-2757,9185516400,aimee@greencraftok.com,Monday- Saturday 12-8
Tulsa Herbal Connection LLC,Seed Cannabis Co. II,Dispensary,DAAA-4J6Q-PITZ,2023-05-26,Tulsa,TULSA,,74145,5398671877,bonniecaldwell@f5ind.com,10-8
Checotah Medical Dispensary Products LLC,Checotah Medical Dispensary,Dispensary,DAAA-V1CN-Q3TT,2022-08-18,McIntosh,CHECOTAH,900 W GENTRY AVE,74426-2027,4056121340,michael.lozier64@gmail.com,9-5 m-saturday
James R Shaver,Cream Of The Crop Dispensary,Dispensary,DAAA-EYC0-GPS8,2022-10-02,McCurtain,SMITHVILLE,33489 N US HIGHWAY 259,74957-5029,5807033137,cyndischuler@gmail.com,10 am to 6 pm
Crystal McConnell DBA The Kush Spot,The Kush Spot,Dispensary,DAAA-EYSG-Y10X,2022-10-09,Garvin,MAYSVILLE,207 6TH ST,73057,4052271728,thekushspot1@gmail.com,M-Sat. 10:00 am - 8:00 pm Sun. CLOSED
Vice Capital Dispensary LLC,Lotus Gold,Dispensary,DAAA-K093-DBKM,2023-02-24,McClain,NEWCASTLE,,73065-6247,4057407926,ryan.vice@icloud.com,10-8 M-Sat 12-5 Sun
Stripeback Cannabis Co,Stripeback Cannabis Co,Dispensary,DAAA-9WCV-RVMD,2022-10-23,Oklahoma,DEL CITY,3019 SE 44TH ST,73135-1001,4056534993,stripebackcannabisco@gmail.com,M-F 11-10 Sat 12-8 Sun 12-5
Green Zone Ops LLC,Green Zone Ops LLC,Dispensary,DAAA-FUPX-8WGE,2022-10-24,Ottawa,Fairland,56775 East Hwy 60,74343,9189440399,ftcampbellsoldier@gmail.com,9-5
THOMAS RAY SMITH,DOC HOLIDAZE SMOKIN BUDZ,Dispensary,DAAA-SYLX-GBWE,2022-10-26,McCurtain,VALLIANT,16731 W US HIGHWAY 70,74764-5441,9182975707,cz17hmr2@att.net,10-8 SUN-MON
Thunder Budz LLC,Thunder Budz,Dispensary,DAAA-4K7Z-TNUO,2022-08-04,Cleveland,MOORE,419 S TELEPHONE RD,73160-4936,4052373171,csiservicesokc@gmail.com,9am - 9pm Monday - Saturday Sunday 12am-5pm
"Lake And Bake Shop, LLC",lake and bake shop,Dispensary,DAAA-4J5X-XKKT,2022-11-29,McIntosh,EUFAULA,15851 STATE HIGHWAY 9 E,74432-5105,2142051564,shawnburcham13@icloud.com,10-7
Norweed enterprises LLC,Nurses Station,Dispensary,DAAA-EYXO-CTD8,2023-09-20,Oklahoma,OKLAHOMA CITY,7040 NW 122ND ST,73142-3923,4055060503,nursesstationok@gmail.com,10A-10P
TWO RIVERS' CANNABIS COMPANY LLC,TWO RIVERS' CANNABIS COMPANY LLC,Dispensary,DAAA-NJL6-5XPD,2023-09-08,Sequoyah,GORE,,74435,(918) 235-4129,2riverscannaco@gmail.com,10 AM - 9 PM
"Green Canopy Solutions, Inc",Green Canopy Solutions,Dispensary,DAAA-4JOZ-YMZ8,2022-11-13,Rogers,CLAREMORE,581 N LYNN RIGGS BLVD,74017-5619,9189651234,greencanopysolutions@gmail.com,"9-9 M-TH, Fri & Sat 9-10, Sun 10-6"
420 ELEVATED LLC,420 Elevated,Dispensary,DAAA-EKCK-WMZA,2022-11-09,Oklahoma,DEL CITY,3308 S SUNNYLANE RD,73115-3534,4057060093,info@gazmonkeyokc.com,10AM-7PM
Big Chief Collective llc.,BIG CHIEF COLLECTIVE,Dispensary,DAAA-E1NJ-VDUW,2023-08-07,Comanche,LAWTON,1811 W GORE BLVD,73501,(580) 771-6830,bigchiefcollectivelawton@gmail.com,9am-10pm
Starbuds Dispensary Chickasha LLC,"Starbuds Dispensary Chickasha, LLC",Dispensary,DAAA-V1WG-RQNX,2022-10-13,Grady,CHICKASHA,718 S 4TH ST,73018-4601,5806821374,licensing@jesglegal.com,M-Th 10AM-10PM; F-Sat 10AM-11PM; Sun 10AM-8PM
"REDEYE 420, LLC","REDEYE 420, LLC",Dispensary,DAAA-FCTH-HV1V,2022-12-20,Tulsa,TULSA,1527 S SHERIDAN RD,74112-7301,9189555929,diane@liftedlogix.com,9AM-8PM
Stateline X One LLC,Stateline X One LLC,Dispensary,DAAA-ZNWI-TUGH,2022-09-22,Ottawa,QUAPAW,69905 E 15TH ROAD,74363,9188562411,exitone.ok@gmail.com,7 AM - 11 PM
Agyapong Organizations LLC,Revive Cannabis,Dispensary,DAAA-W7KR-ZNGK,2023-08-22,Oklahoma,EDMOND,5837 E COVELL RD,73034-7651,4054127851,kwadwo20@gmail.com,9:00a-10:00p
One Love Wellness Inc,One Love Wellness,Dispensary,DAAA-N1NN-UYU5,2023-03-10,Tulsa,TULSA,7709 E 42ND PL,74145-4724,5397776068,onelove@tulsataxpro.com,10:00am- 8:00pm
"Ponca City Dispensary, Inc","Ponca City Dispensary, Inc.",Dispensary,DAAA-4KHM-MFOZ,2023-03-08,Kay,Ponca City,"2128 N 14th St, Ste.4",74601-1831,5807890284,jvl.kirby@gmail.com,10:00-9:00
"Hardmoore Green, LLC",Red River Pharms Moore,Dispensary,DAAA-JZEJ-RM7U,2023-05-15,Cleveland,MOORE,2737 S I 35 SERVICE RD,73160-2715,2817336354,chrismc975@yahoo.com,10:00am to 9:30pm M-Sat
OST GANULV LLC,Ost Ganulv Medicinal Herb Shop,Dispensary,DAAA-O9AJ-D4L4,2022-08-08,Cherokee,PEGGS,6234 HWY 82,74452,9185980507,ganulvgardens@gmail.com,10-9
Kitmans LLC,Frostyz,Dispensary,DAAA-VDKA-86BY,2023-07-05,Adair,STILWELL,83975 HIGHWAY 59,74960-6450,9184106287,kitcalista@gmail.com,10am-10pm
"Connoisseur Cannabis, LLC",Connoisseur Cannabis,Dispensary,DAAA-TXIA-63L4,2023-02-01,Tulsa,TULSA,7033 S MEMORIAL DR,74133-2097,9189575320,legalledbetter@gmail.com,Monday - Saturday 8am - 10pm
"The Closet Dispensary, LLC","The Closet Dispensary, LLC",Dispensary,DAAA-Q5RR-NA6L,2022-12-19,Mayes,SALINA,305 N ROSS ST,74365,9188033615,karensimpson222@gmail.com,9:00am - 9:00pm
Main Street Wellness LLC,Main Street Wellness LLC,Dispensary,DAAA-EKDA-E3UU,2023-03-08,Beckham,SAYRE,107 W MAIN ST,73662-3301,5807990617,mwellness725@yahoo.com,10am-9pm
"The Speakeasy on Route 66, LLC","The Speakeasy on Route 66, LLC",Dispensary,DAAA-EKFL-AKLU,2023-08-25,Ottawa,COMMERCE,,74339-2212,(918) 961-2011,speakeasyonroute66@gmail.com,
1045 S. Meridian LLC,Stability Cannabis,Dispensary,DAAA-41YE-MY0G,2023-04-04,Oklahoma,Oklahoma City,1043 S. Meridian,73108,4056840321,dkitch643@gmail.com,24 Hour
"CROUCH CONSULTING, LLC",THE HOOTENANNY,Dispensary,DAAA-800X-J6F8,2023-07-05,Pittsburg,HARTSHORNE,1517 PENNSYLVANIA AVE,74547,(918) 318-9224,hootenanny202@gmail.com,S-T 10:00-10:00 & FRI-SAT 10:00AM-MIDNIGHT
"STARBUDZ CANNABIS DISPENSARY, LLC",Five Star Budz Cannabis Dispensary,Dispensary,DAAA-EKHI-PTIS,2022-11-08,Tulsa,BROKEN ARROW,1101 E LANSING ST,74012-2057,9189574889,dmfairs@aol.com,Monday-Saturday 9:00 AM TO 9:00 PM Sunday 12pm to 5pm
"Cloud 13, LLC","Cloud 13, LLC",Dispensary,DAAA-E18W-SQOR,2023-03-27,Oklahoma,OKLAHOMA CITY,6409 S WESTERN AVE,73139-1703,4054389333,manager@cloud13rx.com,10am-8pm
"The Spunky Skunk, LLC","The Spunky Skunk, LLC",Dispensary,DAAA-4KFU-HS4V,2023-04-24,Le Flore,POTEAU,301 N BROADWAY ST,74953-3355,9185642550,spunkyskunk918@gmail.com,10am-9pm
J-BAP Industry LLC,B-B Dispensary,Dispensary,DAAA-AO91-YMKC,2023-05-25,Oklahoma,OKLAHOMA CITY,2801 W I 240 SERVICE RD,73159-3751,2147633342,pirpichj@gmail.com,8am-10pm
The Joint Factory LLC,The Joint Factory,Dispensary,DAAA-QZR8-FMFS,2022-11-15,Cleveland,OKLAHOMA CITY,1016 SW 59TH ST,73109-4903,4694715154,thejointfactoryokc@gmail.com,10 hours a day
Happy Herrons Medical LLC,4th n Twenty Medical,Dispensary,DAAA-ITBC-TARI,2023-05-12,Cleveland,MOORE,523 SW 4TH ST,73160-4927,4054103536,happyherrons405@gmail.com,68
ASTORIA GROWERS USA LLC,AMSTERDAM DISPENSARY LLC,Dispensary,DAAA-JX0U-BPNH,2022-11-15,Craig,VINITA,441259 E HIGHWAY 60,74301-6535,9097410181,roni_abou_jaoude@hotmail.com,24 hr
"King Kefi, LLC",Herban Apothecary Dispensary,Dispensary,DAAA-HBAE-ONJN,2022-12-04,Oklahoma,EDMOND,1489 E 15TH ST,73013-5055,4059062479,pamela.tinsley@gmail.com,M-Sat 10:00 AM - 9:00 PM Sun Noon - 7 PM
Peggy Wood,BUDS N MORE,Dispensary,DAAA-NKFV-MHEY,2022-12-05,Tillman,FREDERICK,601 W GLADSTONE AVE,73542-2642,5803052870,woodpeggy@ymail.com,10-9 Monday-Sunday
"Straiin, LLC",Straiin,Dispensary,DAAA-4Y9Y-ADHN,2022-12-12,Oklahoma,OKLAHOMA CITY,3637 NW 10TH ST,73107-4403,4057065722,straiinusa@gmail.com,8am-12am
"Next Level Medicine, LLC",Prohibition,Dispensary,DAAA-EKTJ-TODF,2023-08-23,Custer,WEATHERFORD,115 W RAINEY AVE,73096-4941,5803028506,nextlevelmedicine@gmail.com,10am-7pm Monday-Saturday; Closed Sunday
Zoe's Extracts LLC,Zoe's Buds Dispensary,Dispensary,DAAA-3WJL-MCL3,2022-10-30,Okmulgee,MOUNDS,10001 HECTORVILLE RD,74047-4084,9188849421,zoesbuds@gmail.com,9:00 a.m. to 10:00 p.m.
"Green Leaf Dispo, Inc.","Green Leaf Dispo, Inc.",Dispensary,DAAA-NYDN-V4UF,2022-05-01,Oklahoma,HARRAH,21001 SE 29TH ST,73045-6577,9188996355,green.leaf.okla@gmail.com,10am-8pm
UFO Dispensary LLC,UFO Dispensary LLC,Dispensary,DAAA-SLTX-71NY,2022-09-13,Seminole,WEWOKA,220 W 1ST ST,74884-2104,6128450527,ufodispensary@gmail.com,10AM - 9PM
"Bloom Cannabis Co, LLC",Bloom Cannabis Co,Dispensary,DAAA-NJGJ-IY1W,2022-11-03,Canadian,YUKON,1016 N MUSTANG RD,73099-5186,4058224919,treygee27@gmail.com,10-9
Cloud Enterprise LLC,Cloud Enterprise LLC,Dispensary,DAAA-ORAD-IERM,2023-01-02,Oklahoma,MIDWEST CITY,218 S SOONER RD,73110-2043,3602551380,josh15037@gmail.com,9:00am to 5:00pm
Higher Garden LLC,Higher Garden,Dispensary,DAAA-4J6A-L6WQ,2023-01-01,Cleveland,OKLAHOMA CITY,807 SW 119TH ST,73170-6005,4056765089,info@highergardenok.com,9am- 9pm
Cannabless Retail 6 LLC,Cannabless Retail 6,Dispensary,DAAA-EJML-CRVU,2023-03-24,Oklahoma,OKLAHOMA CITY,916 SW 44TH ST,73109-3606,(714) 725-9333,legal@cannabless.co,
Green Arts LLC,Green Arts LLC,Dispensary,DAAA-XUZ8-LRY2,2022-11-23,Oklahoma,OKLAHOMA CITY,4112 S ROBINSON AVE,73109-7030,4054730871,martinarteaga2003@gmail.com,6 am to 11 pm
Blazin Aces,Blazin Aces,Dispensary,DAAA-XZTT-UWYN,2022-12-22,Delaware,KANSAS,1021 E TULSA AVE,74347,9189068866,kyleestine@gmail.com,9am-12am
Premium Organics LLC,Premium Organics LLC,Dispensary,DAAA-DR3T-XAR3,2022-10-09,Cleveland,Norman,,73071,4053310643,cbfomma@gmail.com,Monday - Sunday 9am to 5pm
Homegrown Dispensaries LLC,The Strain Station Tulsa LLC,Dispensary,DAAA-NNGA-WUAF,2022-12-11,Tulsa,TULSA,4117 SOUTHWEST BLVD,74107-6540,9188996331,egregorye@yahoo.com,Mon-Sat 10am-7pm; Sun 11am-4pm
Marihaha LLC,Marihaha LLC South East 44th,Dispensary,DAAA-4YEA-G2OE,2022-09-15,Oklahoma,OKLAHOMA CITY,1317 SE 44TH ST,73129-6906,4695161916,skyler@marihaha.com,11:00 AM to 11:00 PM
LEFT HANDED OKIES DISPENSARY INC,LEFT HANDED OKIES DISPENSARY,Dispensary,DAAA-SVE2-UMGH,2023-05-18,Le Flore,SHADY POINT,27096 US HIGHWAY 59,74956-2186,9184137944,kevinbrown74932@yahoo.com,8-5
Classen Kush House LLC,Classen Kush House LLC,Dispensary,DAAA-4KPD-EHSH,2022-12-08,Oklahoma,OKLAHOMA CITY,1217 N CLASSEN BLVD,73106-6891,4056043232,diane@liftedlogix.com,24 hours
Cavanal High Dispensary,Cavanal High Dispensary,Dispensary,DAAA-YPFN-0DTP,2022-11-14,Le Flore,POTEAU,2119 N BROADWAY ST,74953-2502,9184131764,cavanalhigh@yahoo.com,9-9 Monday to Saturday
"Perkins Emporium, Inc.",Dank's Wellness Emporium,Dispensary,DAAA-LVXA-4G8T,2022-12-07,Payne,PERKINS,251 E HIGHWAY 33 STE B1-B2,74059-4437,(405) 939-3011,omma@danks.co,"Mon-Sun, 9:00AM to 11:00PM"
Ponca City Dispensary Inc.,Vice Medical Cannabis,Dispensary,DAAA-VYCC-2C4I,2023-03-21,Payne,STILLWATER,2404 N. PERKINS RD.,74075-2204,5807890284,jvl.kirby@gmail.com,11:00 a.m. to 7:00 p.m.
420Releaf LLC,420Releaf,Dispensary,DAAA-41DP-TUVT,2023-02-28,Delaware,GROVE,,74344-3223,9187913420,420releaf@gmail.com,10 a.m. to 8 p.m.
JHW RETAIL OK LLC,Green Buffalo Dispensary #3,Dispensary,DAAA-4YJY-9PDW,2023-03-29,Cleveland,NORMAN,232 A E MAIN ST,73069,4056377272,jwfishcity@gmail.com,10am-9pm Mon-Sat/12pm-6pm Sunday
